time,Google-Brand_impressions,Google-Brand,Google-Non_brand_impressions,Google-Non-Brand,Google-PMAX_impressions,Google-PMAX,Google-Discovery_impressions,Google-Discovery,Google-DemandGen_impressions,Google-DemandGen,Bing-Brand_impressions,Bing-Brand,Bing-Non_brand_impressions,Bing-Non-Brand,Bing-Smart Shopping_impressions,Bing-Smart Shopping,Facebook-Prospecting_impressions,Facebook-Prospecting,Facebook-Retargeting_impressions,Facebook-Retargeting,Meta Audience Network Prospecting_impressions,Meta Audience Network Prospecting,Meta Audience Network Retargeting_impressions,Meta Audience Network Retargeting,IG-Prospecting_impressions,IG-Prospecting,IG-Retargeting_impressions,IG-Retargeting,DV360_DOOH_impressions,DV360_DOOH,DV360_Youtube_CTV_impressions,DV360_Youtube_CTV,DV360_Yotube__impressions,"DV360_Youtube_
 Mobile-Desktop",Podcasts_impressions,Podcasts,Amazon Display Prospecting_impressions,Amazon Display Prospecting,Amazon Display Retargeting_impressions,Amazon Display Retargeting,Amazon OTT_impressions,Amazon OTT,Amazon TNF_impressions,Amazon TNF,Amazon Audio_impressions,Amazon Audio,Amazon CTV_impressions,Amazon CTV,Inuvo Display Gaming_impressions,Inuvo Display Gaming,Inuvo Display Sports_impressions,Inuvo Display Sports,Inuvo Display Brand_impressions,Inuvo Display Brand,Inuvo Display Conquesting_impressions,Inuvo Display Conquesting,Inuvo_Display_Outdoor_impressions,Inuvo_Display_Outdoor,Inuvo CTV Brand_impressions,Inuvo CTV Brand,Inuvo_CTV_Outdoor_impressions,Inuvo_CTV_Outdoor,Inuvo_CTV_PG_Sports_impressions,Inuvo_CTV_PG_Sports,Inuvo CTV Conquesting_impressions,Inuvo CTV Conquesting,Nexen Display_impressions,Nexen Display,NEXXEN_CTV_impressions,NEXXEN_CTV,NEXXEN_Audio_impressions,NEXXEN_Audio,Trade Desk Display_impressions,Trade Desk Display,Trade Desk OLV_impressions,Trade Desk OLV,Live Sports Activations_impressions,Live Sports Activations,Promo_Var,revenue
2022-01-11,5269050,5269.05,116950,116.95,0,0,165680,165.68,0,0,0,0,0,0,407660,407.66,2837990,2837.99,1208180,1208.18,2260400,2260.4,0,0,0,0,0,0,0,0,0,0,1276640,1276.64,0,0,2064800,2064.8,501230,501.23,1836000,1836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511010,511.01,0,0,0,0,0,221222.88
2022-01-12,5141340,5141.34,133160,133.16,0,0,153730,153.73,0,0,0,0,0,0,390220,390.22,2927380,2927.38,1098890,1098.89,2654900,2654.9,0,0,0,0,0,0,0,0,0,0,1058480,1058.48,0,0,2064760,2064.76,500930,500.93,1834670,1834.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467180,467.18,0,0,0,0,0,232076.04
2022-01-13,4702020,4702.02,159800,159.8,0,0,132370,132.37,0,0,0,0,0,0,390220,390.22,3793160,3793.16,1430930,1430.93,2521300,2521.3,0,0,0,0,0,0,0,0,0,0,1066560,1066.56,0,0,2067440,2067.44,499920,499.92,1833870,1833.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497380,497.38,0,0,0,0,0,216484.36
2022-01-14,4332930,4332.93,185680,185.68,0,0,820,0.82,0,0,0,0,0,0,364060,364.06,3870050,3870.05,1592630,1592.63,3049300,3049.3,0,0,0,0,0,0,0,0,0,0,1098880,1098.88,0,0,2066040,2066.04,501750,501.75,1833590,1833.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601840,601.84,0,0,0,0,0.2,389010.15
2022-01-15,4167770,4167.77,170100,170.1,0,0,0,0,0,0,0,0,0,0,331360,331.36,3779380,3779.38,1576370,1576.37,2213800,2213.8,0,0,0,0,0,0,0,0,0,0,1236240,1236.24,0,0,2066750,2066.75,500070,500.07,1834020,1834.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464910,464.91,0,0,0,0,0.2,322553.13
2022-01-16,3959120,3959.12,287880,287.88,0,0,0,0,0,0,0,0,0,0,194020,194.02,3773200,3773.2,1507850,1507.85,2310400,2310.4,0,0,0,0,0,0,0,0,0,0,1405920,1405.92,0,0,2056600,2056.6,499980,499.98,1834420,1834.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482600,482.6,0,0,0,0,0.2,264599.99
2022-01-17,4146790,4146.79,234650,234.65,0,0,0,0,0,0,0,0,0,0,276860,276.86,3810970,3810.97,1518740,1518.74,2210500,2210.5,0,0,0,0,0,0,0,0,0,0,1131200,1131.2,0,0,2075140,2075.14,503230,503.23,1832580,1832.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437510,437.51,0,0,0,0,0.2,267872.79
2022-01-18,4209020,4209.02,147270,147.27,0,0,18150,18.15,0,0,0,0,0,0,272500,272.5,3852900,3852.9,1560710,1560.71,2010900,2010.9,0,0,0,0,0,0,0,0,0,0,589840,589.84,0,0,2066560,2066.56,500810,500.81,1833870,1833.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,552540,552.54,0,0,0,0,0.2,268440.43
2022-01-19,4192170,4192.17,140340,140.34,0,0,216190,216.19,0,0,0,0,0,0,189660,189.66,4050030,4050.03,1583620,1583.62,2047900,2047.9,0,0,0,0,0,0,0,0,0,0,193920,193.92,0,0,2064810,2064.81,501020,501.02,1832750,1832.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,736850,736.85,0,0,0,0,0.2,274943.37
2022-01-20,3933070,3933.07,141590,141.59,0,0,255610,255.61,0,0,0,0,0,0,294300,294.3,4224690,4224.69,1703940,1703.94,2028600,2028.6,0,0,0,0,0,0,0,0,0,0,64640,64.64,0,0,2065000,2065,500650,500.65,1840800,1840.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1164640,1164.64,0,0,0,0,0.2,304595.78
2022-01-21,3717770,3717.77,124040,124.04,0,0,282980,282.98,0,0,0,0,0,0,307380,307.38,4175330,4175.33,1716060,1716.06,1800000,1800,0,0,0,0,0,0,0,0,0,0,40400,40.4,0,0,2066500,2066.5,499480,499.48,1838260,1838.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,948280,948.28,0,0,0,0,0.2,259375.39
2022-01-22,3736810,3736.81,157500,157.5,0,0,222550,222.55,0,0,0,0,0,0,320460,320.46,4106430,4106.43,1754370,1754.37,1907900,1907.9,0,0,0,0,0,0,0,0,0,0,96960,96.96,0,0,2065510,2065.51,499700,499.7,1835960,1835.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,689580,689.58,0,0,0,0,0.2,250769.13
2022-01-23,3519410,3519.41,169670,169.67,0,0,131550,131.55,0,0,0,0,0,0,377140,377.14,4209530,4209.53,1752350,1752.35,1870800,1870.8,0,0,0,0,0,0,0,0,0,0,121200,121.2,0,0,2065600,2065.6,503450,503.45,1832950,1832.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,824120,824.12,0,0,0,0,0.2,267178.34
2022-01-24,3938430,3938.43,165120,165.12,0,0,75520,75.52,0,0,0,0,0,0,348800,348.8,4228630,4228.63,1739320,1739.32,1832200,1832.2,0,0,0,0,0,0,0,0,0,0,8080,8.08,0,0,2063680,2063.68,499860,499.86,1833280,1833.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,764350,764.35,0,0,0,0,0.2,290994.82
2022-01-25,4486640,4486.64,164330,164.33,0,0,69050,69.05,0,0,0,0,0,0,409840,409.84,3414560,3414.56,1410260,1410.26,2972100,2972.1,0,0,0,0,0,0,0,0,0,0,32320,32.32,0,0,2063920,2063.92,500740,500.74,1835470,1835.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1413360,1413.36,0,0,0,0,0,228584.39
2022-01-26,4759260,4759.26,178230,178.23,0,0,125310,125.31,0,0,0,0,0,0,372780,372.78,3385990,3385.99,1380350,1380.35,2735400,2735.4,0,0,0,0,0,0,0,0,0,0,24240,24.24,0,0,2066190,2066.19,500820,500.82,1832780,1832.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800160,1800.16,0,0,0,0,0,218052.74
2022-01-27,4523320,4523.32,147740,147.74,0,0,291820,291.82,0,0,0,0,0,0,357520,357.52,3418360,3418.36,1708510,1708.51,2700000,2700,0,0,0,0,0,0,0,0,0,0,24240,24.24,0,0,2065130,2065.13,500580,500.58,1833660,1833.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1683480,1683.48,0,0,0,0,0,216955.23
2022-01-28,4206450,4206.45,162150,162.15,0,0,468810,468.81,0,0,0,0,0,0,303020,303.02,3763080,3763.08,1797550,1797.55,2276500,2276.5,0,0,0,0,0,0,0,0,0,0,16160,16.16,0,0,2064430,2064.43,500700,500.7,1833920,1833.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1644630,1644.63,0,0,0,0,0.3,244599.07
2022-01-29,4249020,4249.02,214310,214.31,0,0,503830,503.83,0,0,0,0,0,0,276860,276.86,3860370,3860.37,1762700,1762.7,1920700,1920.7,0,0,0,0,0,0,0,0,0,0,202000,202,0,0,2064590,2064.59,500730,500.73,1834420,1834.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1448400,1448.4,0,0,0,0,0.3,221971.87
2022-01-30,4185040,4185.04,244700,244.7,0,0,293060,293.06,0,0,0,0,0,0,248520,248.52,3901600,3901.6,1707980,1707.98,1701800,1701.8,0,0,0,0,0,0,0,0,0,0,137360,137.36,0,0,2063860,2063.86,500350,500.35,1838110,1838.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1459480,1459.48,0,0,0,0,0.3,220333.49
2022-01-31,4194030,4194.03,141220,141.22,0,0,181920,181.92,0,0,0,0,0,0,263780,263.78,3895490,3895.49,1679970,1679.97,1727500,1727.5,0,0,0,0,0,0,0,0,0,0,64640,64.64,0,0,2066000,2066,500990,500.99,1839270,1839.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595240,595.24,0,0,0,0,0.3,255926.36
2022-02-01,4733760,4733.76,252340,252.34,0,0,212710,212.71,0,0,0,0,0,0,311740,311.74,3962920,3962.92,1740040,1740.04,1550400,1550.4,0,0,0,0,0,0,0,0,0,0,72720,72.72,0,0,2065670,2065.67,499190,499.19,1837000,1837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1777470,1777.47,0,0,0,0,0.3,294628.32
2022-02-02,4353280,4353.28,208170,208.17,0,0,301570,301.57,0,0,0,0,0,0,298660,298.66,3964330,3964.33,1731930,1731.93,1659900,1659.9,0,0,0,0,0,0,0,0,0,0,153520,153.52,0,0,3391020,3391.02,502490,502.49,1841000,1841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2378920,2378.92,0,0,0,0,0.3,267725.96
2022-02-03,4570040,4570.04,229660,229.66,0,0,344020,344.02,0,0,0,0,0,0,296480,296.48,3942250,3942.25,1755690,1755.69,1688900,1688.9,0,0,0,0,0,0,0,0,0,0,80800,80.8,0,0,4293860,4293.86,500670,500.67,1833300,1833.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2390930,2390.93,0,0,0,0,0.3,247190.93
2022-02-04,4449000,4449,209610,209.61,0,0,294800,294.8,0,0,0,0,0,0,279040,279.04,4268840,4268.84,1866370,1866.37,2007700,2007.7,0,0,0,0,0,0,0,0,0,0,32320,32.32,0,0,4280530,4280.53,500940,500.94,1839600,1839.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2192560,2192.56,0,0,0,0,0.3,232381.77
2022-02-05,4809410,4809.41,290190,290.19,0,0,178330,178.33,0,0,0,0,0,0,285580,285.58,4993660,4993.66,2123060,2123.06,2147700,2147.7,0,0,0,0,0,0,0,0,0,0,80800,80.8,0,0,4189760,4189.76,500310,500.31,1833410,1833.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998710,1998.71,0,0,0,0,0.3,255766.68
2022-02-06,4698650,4698.65,222900,222.9,0,0,308630,308.63,0,0,0,0,0,0,235440,235.44,5039230,5039.23,2133090,2133.09,2365100,2365.1,0,0,0,0,0,0,0,0,0,0,105040,105.04,0,0,4163000,4163,501160,501.16,1834450,1834.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2080600,2080.6,0,0,0,0,0.3,220863.17
2022-02-07,4633500,4633.5,187260,187.26,0,0,334160,334.16,0,0,0,0,0,0,322640,322.64,5312060,5312.06,2319050,2319.05,2283000,2283,0,0,0,0,0,0,0,0,0,0,72720,72.72,0,0,4258530,4258.53,500530,500.53,1833040,1833.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1919950,1919.95,0,0,0,0,0.3,238845.18
2022-02-08,4864210,4864.21,163410,163.41,0,0,152930,152.93,0,0,0,0,0,0,372780,372.78,3850950,3850.95,1602380,1602.38,3286000,3286,0,0,0,0,0,0,0,0,0,0,88880,88.88,0,0,4260290,4260.29,501250,501.25,1834260,1834.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008680,2008.68,0,0,0,0,0,222322.17
2022-02-09,5018520,5018.52,182800,182.8,0,0,141990,141.99,0,0,0,0,0,0,385860,385.86,3848780,3848.78,1552840,1552.84,3242500,3242.5,0,0,0,0,0,0,0,0,0,0,210080,210.08,0,0,4288520,4288.52,501160,501.16,3133690,3133.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1914440,1914.44,0,0,0,0,0,247046.13
2022-02-10,4747340,4747.34,243490,243.49,0,0,61720,61.72,0,0,0,0,0,0,385860,385.86,3818110,3818.11,1620460,1620.46,3086400,3086.4,0,0,0,0,0,0,0,0,0,0,282800,282.8,0,0,3954990,3954.99,500640,500.64,3341800,3341.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1936820,1936.82,0,0,0,0,0,226773.19
2022-02-11,4506190,4506.19,251050,251.05,0,0,43580,43.58,0,0,0,0,0,0,331360,331.36,3820960,3820.96,1654130,1654.13,3086400,3086.4,0,0,0,0,0,0,0,0,0,0,412080,412.08,0,0,3219860,3219.86,500640,500.64,3215100,3215.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1900310,1900.31,0,0,0,0,0,220718.8
2022-02-12,4690380,4690.38,258930,258.93,0,0,54250,54.25,0,0,0,0,0,0,340080,340.08,3799830,3799.83,1624760,1624.76,3682100,3682.1,0,0,0,0,0,0,0,0,0,0,1607920,1607.92,0,0,3221270,3221.27,500630,500.63,3538870,3538.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1855070,1855.07,0,0,0,0,0,199314.62
2022-02-13,4372380,4372.38,266030,266.03,0,0,102200,102.2,0,0,0,0,0,0,239800,239.8,3815970,3815.97,1632720,1632.72,3129800,3129.8,0,0,0,0,0,0,0,0,0,0,630240,630.24,0,0,3221180,3221.18,501050,501.05,3222680,3222.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1892760,1892.76,0,0,0,0,0,199105.49
2022-02-14,4396090,4396.09,251280,251.28,0,0,286310,286.31,0,0,0,0,0,0,322640,322.64,3799480,3799.48,1604950,1604.95,4211800,4211.8,0,0,0,0,0,0,0,0,0,0,347440,347.44,0,0,3218260,3218.26,500800,500.8,3335010,3335.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1976470,1976.47,0,0,0,0,0,224220.5
2022-02-15,4802170,4802.17,247940,247.94,0,0,287450,287.45,0,0,0,0,0,0,257240,257.24,3708090,3708.09,1662860,1662.86,3796400,3796.4,0,0,0,0,0,0,0,0,0,0,444400,444.4,0,0,3221310,3221.31,500500,500.5,3332700,3332.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2047650,2047.65,0,0,0,0,0,249412.57
2022-02-16,4922180,4922.18,357000,357,0,0,180230,180.23,0,0,0,0,0,0,337900,337.9,3579650,3579.65,1552600,1552.6,3334300,3334.3,0,0,0,0,0,0,0,0,0,0,2133120,2133.12,0,0,3221480,3221.48,501280,501.28,3207470,3207.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930800,930.8,0,0,0,0,0,229198.38
2022-02-17,4879350,4879.35,531410,531.41,0,0,147650,147.65,0,0,0,0,0,0,337900,337.9,3536740,3536.74,1634270,1634.27,2669400,2669.4,0,0,0,0,0,0,0,0,0,0,2440160,2440.16,0,0,3225190,3225.19,500930,500.93,3329950,3329.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1064490,1064.49,0,0,0,0,0,182130.35
2022-02-18,5104750,5104.75,474800,474.8,0,0,171870,171.87,0,0,0,0,0,0,189660,189.66,4282580,4282.58,2307460,2307.46,2249200,2249.2,0,0,0,0,0,0,0,0,0,0,2787600,2787.6,0,0,3222010,3222.01,500800,500.8,3181730,3181.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1052610,1052.61,0,0,0,0,0.3,227445.94
2022-02-19,5035100,5035.1,557080,557.08,0,0,148480,148.48,0,0,0,0,0,0,252880,252.88,4251640,4251.64,2542570,2542.57,2487500,2487.5,0,0,0,0,0,0,0,0,0,0,2731040,2731.04,0,0,3221980,3221.98,500690,500.69,3502500,3502.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,965900,965.9,0,0,0,0,0.3,182515.31
2022-02-20,5084720,5084.72,709410,709.41,0,0,173970,173.97,0,0,0,0,0,0,189660,189.66,4268340,4268.34,2448830,2448.83,2408600,2408.6,0,0,0,0,0,0,0,0,0,0,2391680,2391.68,0,0,3222200,3222.2,500910,500.91,3354030,3354.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1011610,1011.61,0,0,0,0,0.3,191809.14
2022-02-21,5411850,5411.85,700770,700.77,0,0,151370,151.37,0,0,0,0,0,0,272500,272.5,4324840,4324.84,2426070,2426.07,1742000,1742,0,0,0,0,0,0,0,0,0,0,2343200,2343.2,0,0,3220120,3220.12,501110,501.11,3175790,3175.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,993000,993,0,0,0,0,0.3,210518.79
2022-02-22,5452900,5452.9,825340,825.34,0,0,126360,126.36,0,0,0,0,0,0,259420,259.42,4172810,4172.81,2355560,2355.56,1674400,1674.4,0,0,0,0,0,0,0,0,0,0,2222000,2222,0,0,3223940,3223.94,500570,500.57,3208860,3208.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1060480,1060.48,0,0,0,0,0.3,223507.12
2022-02-23,3714750,3714.75,526230,526.23,0,0,130400,130.4,0,0,0,0,0,0,220180,220.18,3957870,3957.87,2238060,2238.06,1531100,1531.1,0,0,0,0,0,0,0,0,0,0,1979600,1979.6,0,0,3221830,3221.83,501120,501.12,3219830,3219.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,996720,996.72,0,0,0,0,0.3,206081
