time,google_impressions,display_impressions,ctv_impressions,meta_impressions,google_spend, display_spend,ctv_spend,meta_spend,lead_created_count,avg_lead_value,total_revenue
2024-02-24,32545,0,0,53788,530.6,0,0,71.03,57,1200,68400
2024-02-25,30937,0,0,57577,484.8,0,0,72.21,47,1200,56400
2024-02-26,26839,0,0,56520,426.35,0,0,71.46,63,1200,75600
2024-02-27,25289,0,0,54045,396.39,0,0,69.4,56,1200,67200
2024-02-28,24092,0,0,52551,394.47,0,0,68.32,51,1200,61200
2024-02-29,22762,57428,11167,51477,367.82,356.13,427.75,68.51,49,1200,58800
2024-03-01,27969,58639,10668,55080,398.29,358.47,406.96,68.83,42,1200,50400
2024-03-02,33951,57437,10374,56376,572.91,359.07,402.6,70.81,53,1200,63600
2024-03-03,36560,57742,10960,59840,538.46,359.43,461.74,72.86,48,1200,57600
2024-03-04,26474,56565,12845,57691,425.73,352.07,522.49,71.44,64,1200,76800
2024-03-05,27521,53994,13400,53271,376.49,335.05,523.5,69.64,70,1200,84000
2024-03-06,28603,56789,13584,54116,419.56,357.25,516.3,68.35,64,1200,76800
2024-03-07,29626,56549,13248,54979,415.33,357.34,510.87,68.05,63,1200,75600
2024-03-08,30661,62076,13075,55583,418.04,388.96,529.62,68.56,57,1200,68400
2024-03-09,36635,61311,12655,58163,530.19,385.72,487.59,70.12,49,1200,58800
2024-03-10,35650,64538,12135,63005,485.2,404.12,468.09,73.65,67,1200,80400
2024-03-11,28743,63948,12429,58314,449.2,398.25,476.97,71.59,76,1200,91200
2024-03-12,32499,55558,13550,54233,423.38,351.89,513.12,69.7,61,1200,73200
2024-03-13,31989,58087,12421,50477,467.34,358.08,468.73,68.46,63,1200,75600
2024-03-14,33721,57744,12550,47848,492.85,352.56,469.9,67.68,54,1200,64800
2024-03-15,29578,57993,12275,47668,347.78,354.12,461.58,68.21,71,1200,85200
2024-03-16,31919,59003,12488,48911,437.31,353.07,472.63,70.36,63,1200,75600
2024-03-17,29509,59143,12042,53670,442.52,354.2,476.2,73.23,69,1200,82800
2024-03-18,27093,57564,11887,52656,434.85,351.56,458.08,71.12,79,1200,94800
2024-03-19,24344,56557,11929,47780,375.6,350.28,457.16,69.4,84,1200,100800
2024-03-20,26763,57100,11825,45026,505.17,353.19,459.94,68.18,75,1200,90000
2024-03-21,25149,57480,12214,44515,377.03,354.41,460.14,67.97,102,1200,122400
2024-03-22,25329,56413,10246,46304,397.69,348.92,373.37,68.98,53,1200,63600
2024-03-23,24484,57213,12577,48291,472.89,353.45,475.58,70.64,92,1200,110400
2024-03-24,26703,57014,11701,51696,401.77,353.34,432.99,72.84,58,1200,69600
2024-03-25,22643,48581,13726,50509,404.31,304.29,530,70.48,98,1200,117600
2024-03-26,22173,54181,13996,47865,379.26,336.26,542.38,69.1,90,1200,108000
2024-03-27,23104,49958,12869,45936,376.46,308.94,496.48,67.99,98,1200,117600
2024-03-28,22266,52882,13164,44234,389.19,329.1,519.14,67.94,93,1200,111600
2024-03-29,26054,47047,12421,44971,353.69,294.58,481.71,69.03,69,1200,82800
2024-03-30,30899,63218,11259,47852,365.31,388.19,436.99,72.14,74,1200,88800
2024-03-31,24323,87615,7679,53512,331.34,531.26,288.47,72.81,57,1200,68400
2024-04-01,27330,45586,8773,59643,463.27,275.33,339.4,71,98,1200,117600
2024-04-02,28269,46066,7738,54952,457.79,277.85,303.43,69.16,106,1200,127200
2024-04-03,26772,46012,7917,49696,381.43,277.67,309.41,66.62,94,1200,112800
2024-04-04,23802,45639,9807,31460,313.11,276.82,436.02,42.7,81,1200,97200
2024-04-05,33648,46170,8427,21438,567.11,277.83,336.72,29.06,96,1200,115200
2024-04-06,29616,46032,8681,22857,395.29,278.1,364.65,30.81,79,1200,94800
2024-04-07,31376,46056,8370,24226,381.97,277.88,342,30.98,102,1200,122400
2024-04-08,28403,46007,7932,23429,402.93,277.29,307.93,30.11,147,1200,176400
2024-04-09,29542,45911,7321,22629,563.08,277.86,274.4,29.61,154,1200,184800
2024-04-10,31557,46020,8511,22875,509.53,277.61,335.7,29.24,136,1200,163200
2024-04-11,30816,45915,8195,22602,451.35,277.64,322.75,28.8,110,1200,132000
2024-04-12,29959,45767,8627,22366,437.46,277.73,348.58,29.39,117,1200,140400
2024-04-13,30389,46087,9035,24105,398.1,277.95,347.94,31.57,107,1200,128400
2024-04-14,27488,45883,8356,24394,415.73,277.98,347.74,30.76,102,1200,122400
2024-04-15,26803,45991,8668,23606,351.3,277.48,336.57,30.19,119,1200,142800
2024-04-16,32750,46748,8118,21560,413.28,277.67,335.26,28.64,127,1200,152400
2024-04-17,28961,46800,8474,21883,397.83,276.97,334.59,29.57,113,1200,135600
2024-04-18,30301,46419,8561,21729,386.06,277.94,345.22,29.68,106,1200,127200
2024-04-19,31220,46509,8572,20801,406.79,277.89,353.09,29.85,88,1200,105600
2024-04-20,40741,46161,8555,21943,471.01,277.77,353.7,30.96,83,1200,99600
2024-04-21,33033,46216,8238,23649,418.77,277.89,342.3,31.05,89,1200,106800
2024-04-22,30297,46122,8433,22314,383.08,277.37,362.18,30.3,109,1200,130800
2024-04-23,28633,46313,8365,21611,412.86,277.92,360.32,29.72,105,1200,126000
2024-04-24,33021,44547,8400,20970,412.51,277.45,332.66,29.23,98,1200,117600
2024-04-25,32497,43197,7986,21020,332.76,277.03,329.46,29.33,123,1200,147600
2024-04-26,35808,43315,7624,20986,413.42,276.73,314.46,29.47,78,1200,93600
2024-04-27,40586,43005,8132,22179,407.17,275.99,333.52,30.78,63,1200,75600
2024-04-28,32603,42916,7555,23282,368.7,277.91,294.85,30.88,65,1200,78000
2024-04-29,30547,42221,7466,23080,361.91,273.38,306.68,30.44,72,1200,86400
2024-04-30,27741,39631,7234,22754,389.11,255.61,283.81,29.62,73,1200,87600
2024-05-01,34770,26017,0,23645,413.86,171.91,0,29.02,59,1200,70800
2024-05-02,34070,25913,0,21586,416.58,172.22,0,29.16,97,1200,116400
2024-05-03,27031,26000,0,1563,310.76,172.17,0,1.99,53,1200,63600
2024-05-04,30395,25657,0,0,296.68,172.16,0,0,56,1200,67200
2024-05-05,22453,25776,0,0,301.32,172.38,0,0,49,1200,58800
2024-05-06,21509,26015,0,0,229.53,172.16,0,0,76,1200,91200
2024-05-07,27834,25838,0,0,343.63,172.08,0,0,57,1200,68400
2024-05-08,25464,25795,0,0,289.24,171.82,0,0,53,1200,63600
2024-05-09,26180,25858,0,0,303.6,172.26,0,0,42,1200,50400
2024-05-10,32600,26227,0,0,287.96,171.63,0,0,31,1200,37200
2024-05-11,41314,26079,0,0,394.87,172.23,0,0,36,1200,43200
2024-05-12,37191,25967,0,0,344.13,172.25,0,0,30,1200,36000
2024-05-13,30340,25879,0,0,321.87,172.23,0,0,42,1200,50400
2024-05-14,25954,25784,0,0,263.57,172.12,0,0,44,1200,52800
2024-05-15,24036,25666,0,0,295.37,171.68,0,0,53,1200,63600
2024-05-16,22462,25668,0,0,248.78,172.21,0,0,33,1200,39600
2024-05-17,22955,25590,0,0,248.51,172.06,0,0,38,1200,45600
2024-05-18,25210,25659,0,0,366.39,172.21,0,0,40,1200,48000
2024-05-19,30008,25725,0,0,320.1,172.17,0,0,33,1200,39600
2024-05-20,23314,25721,0,0,290.63,172.24,0,0,41,1200,49200
2024-05-21,26810,25556,0,0,289.16,171.94,0,0,24,1200,28800
2024-05-22,30021,25402,0,0,372.75,170.47,0,0,35,1200,42000
2024-05-23,29084,25503,0,0,324.9,172.28,0,0,33,1200,39600
2024-05-24,30303,25517,0,0,309.87,171.61,0,0,20,1200,24000
2024-05-25,37450,25698,0,0,382.1,172.48,0,0,26,1200,31200
2024-05-26,36067,25563,0,0,346.58,171.28,0,0,15,1200,18000
2024-05-27,34893,25665,0,0,348.22,172.4,0,0,14,1200,16800
2024-05-28,32756,25384,0,0,348.8,172.2,0,0,29,1200,34800
2024-05-29,27863,25100,0,0,318.45,170.54,0,0,22,1200,26400
2024-05-30,23244,25523,0,0,283,173.16,0,0,35,1200,42000
2024-05-31,31103,25439,0,0,264.5,173.2,0,0,26,1200,31200
2024-06-01,34885,42762,0,0,335.79,277.52,0,0,17,1200,20400
2024-06-02,35168,42022,0,0,317.01,278.03,0,0,24,1200,28800
2024-06-03,36489,41908,0,0,426.12,277.51,0,0,21,1200,25200
2024-06-04,35789,42187,0,0,359.98,277.46,0,0,24,1200,28800
2024-06-05,37266,42062,0,0,365.7,277.62,0,0,26,1200,31200
2024-06-06,36610,41717,0,0,350.38,277.49,0,0,25,1200,30000
2024-06-07,40091,42007,0,0,360.53,278.06,0,0,21,1200,25200
2024-06-08,39314,41901,0,0,401.99,277.48,0,0,24,1200,28800
2024-06-09,41558,41664,0,0,380.13,278.09,0,0,20,1200,24000
2024-06-10,30731,42052,0,0,328.69,277.6,0,0,35,1200,42000
2024-06-11,29066,42189,0,0,302.52,278.02,0,0,20,1200,24000
2024-06-12,28696,42188,0,0,269.58,278.06,0,0,32,1200,38400
2024-06-13,35657,42032,0,0,362.1,277.4,0,0,23,1200,27600
2024-06-14,33279,41755,0,0,411.11,277.87,0,0,16,1200,19200
2024-06-15,35087,41576,0,0,360.63,277.25,0,0,17,1200,20400
2024-06-16,35089,42479,0,0,333.66,278.35,0,0,20,1200,24000
2024-06-17,31214,42359,0,0,313.75,276.93,0,0,33,1200,39600
2024-06-18,31861,42056,0,0,364.32,277.54,0,0,27,1200,32400
2024-06-19,39569,42259,0,0,336.67,278.12,0,0,31,1200,37200
2024-06-20,32286,87167,0,0,309.84,550.49,0,0,29,1200,34800
2024-06-21,33422,86699,0,0,358.41,551.02,0,0,16,1200,19200
2024-06-22,38957,85563,0,0,371.39,548.92,0,0,23,1200,27600
2024-06-23,45366,85583,0,0,350.68,551.59,0,0,23,1200,27600
2024-06-24,35955,85916,0,0,297.07,549.54,0,0,17,1200,20400
2024-06-25,30766,86660,0,0,277.06,553.53,0,0,15,1200,18000
2024-06-26,31721,86684,0,0,368.68,551.24,0,0,26,1200,31200
2024-06-27,32990,86084,0,0,296.47,550.98,0,0,15,1200,18000
2024-06-28,27932,85861,0,0,328.35,550.37,0,0,25,1200,30000
2024-06-29,31754,84139,0,0,309.66,543.23,0,0,27,1200,32400
2024-06-30,29126,85590,0,0,299.38,556.29,0,0,15,1200,18000
2024-07-01,36677,0,0,0,345.17,0,0,0,29,1200,34800
2024-07-02,33921,96568,0,0,399.35,616.01,0,0,16,1200,19200
2024-07-03,47735,94895,0,0,489.28,610.59,0,0,24,1200,28800
2024-07-04,42501,94621,0,0,426.34,611.36,0,0,14,1200,16800
2024-07-05,38082,94561,0,0,560.59,610.92,0,0,25,1200,30000
2024-07-06,34124,95124,0,0,430.37,611.44,0,0,19,1200,22800
2024-07-07,38386,75670,0,0,660.68,492.54,0,0,19,1200,22800
2024-07-08,29102,75685,0,0,655.42,491.34,0,0,31,1200,37200
2024-07-09,28554,75263,0,0,564.49,492.45,0,0,27,1200,32400
2024-07-10,31691,75451,0,0,595.59,492.47,0,0,34,1200,40800
2024-07-11,27099,75705,0,0,544.6,495.1,0,0,24,1200,28800
2024-07-12,32382,75494,0,0,461.94,491.37,0,0,32,1200,38400
2024-07-13,41364,75921,0,0,628.09,492.46,0,0,32,1200,38400
2024-07-14,36852,75528,0,0,532.14,492.05,0,0,20,1200,24000
2024-07-15,28723,75479,0,0,606.64,490.94,0,0,34,1200,40800
2024-07-16,28808,75980,0,0,500.97,491.45,0,0,33,1200,39600
2024-07-17,29527,75372,0,0,591.9,491.48,0,0,32,1200,38400
2024-07-18,34918,74979,0,0,558.17,493.07,0,0,30,1200,36000
2024-07-19,32823,75074,0,0,516.88,491.52,0,0,27,1200,32400
2024-07-20,34603,74480,0,0,541.87,492.32,0,0,34,1200,40800
2024-07-21,32939,75009,0,0,543.47,496.15,0,0,42,1200,50400
2024-07-22,33949,74220,0,0,589.71,489.68,0,0,42,1200,50400
2024-07-23,28300,74481,0,0,522.32,490.65,0,0,20,1200,24000
2024-07-24,30596,74661,0,0,527.81,490.55,0,0,37,1200,44400
2024-07-25,30462,74050,0,0,542,488.95,0,0,28,1200,33600
2024-07-26,28991,74423,0,0,465.36,488.58,0,0,27,1200,32400
2024-07-27,39823,74071,0,0,575.21,491.3,0,0,28,1200,33600
2024-07-28,38490,73910,0,0,507.4,490.25,0,0,29,1200,34800
2024-07-29,33880,73901,0,0,538.07,487.76,0,0,41,1200,49200
2024-07-30,27218,72689,0,0,479.8,486.65,0,0,35,1200,42000
2024-07-31,24550,72069,0,0,414.89,482.86,0,0,30,1200,36000
2024-08-01,30572,0,0,0,540.37,0,0,0,23,1200,27600
2024-08-02,30617,36939,0,0,499.3,246.01,0,0,24,1200,28800
2024-08-03,31135,36592,0,0,668.2,244.98,0,0,19,1200,22800
2024-08-04,33433,36770,0,0,567.28,245.91,0,0,22,1200,26400
2024-08-05,29226,36641,0,0,519.38,245.28,0,0,27,1200,32400
2024-08-06,23436,42713,0,0,468.83,282.85,0,0,28,1200,33600
2024-08-07,20364,38902,0,0,566.64,258.02,0,0,40,1200,48000
2024-08-08,20917,27088,0,0,572.97,182.48,0,0,49,1200,58800
2024-08-09,18839,27111,0,0,498.79,182.49,0,0,25,1200,30000
2024-08-10,19238,27178,0,0,571.28,183.02,0,0,21,1200,25200
2024-08-11,21445,26832,0,0,603.38,182.29,0,0,32,1200,38400
2024-08-12,21727,26962,0,0,610.63,182.97,0,0,31,1200,37200
2024-08-13,16558,26853,0,0,519.65,183.06,0,0,27,1200,32400
2024-08-14,22349,26805,0,0,607.95,182.48,0,0,31,1200,37200
2024-08-15,19319,26654,0,0,491.77,181.31,0,0,18,1200,21600
2024-08-16,18103,26555,0,0,575.88,183.18,0,0,14,1200,16800
2024-08-17,22651,27080,0,0,619.08,183.16,0,0,28,1200,33600
2024-08-18,17336,27062,0,0,591.03,183.63,0,0,32,1200,38400
2024-08-19,15846,26942,0,0,533.01,183.19,0,0,32,1200,38400
2024-08-20,16779,26873,0,0,526.94,183.26,0,0,45,1200,54000
2024-08-21,15897,26689,0,253,512.2,181.67,0,8.33,35,1200,42000
2024-08-22,14658,26847,0,252,542.82,183.23,0,9.27,36,1200,43200
2024-08-23,12258,26829,0,267,517.69,183.33,0,9.89,28,1200,33600
2024-08-24,17472,26919,0,189,579.79,183.04,0,9.09,30,1200,36000
2024-08-25,17174,26869,0,242,561.13,183.48,0,11.21,30,1200,36000
2024-08-26,15963,26811,0,212,526.33,182.88,0,10.01,41,1200,49200
2024-08-27,15374,26797,0,257,540.21,182.89,0,10.6,25,1200,30000
2024-08-28,17198,27056,0,44,500.74,182.69,0,1.58,31,1200,37200
2024-08-29,15606,26723,0,0,469.65,180.34,0,0,29,1200,34800
2024-08-30,19171,27316,0,0,496.34,184.37,0,0,28,1200,33600
2024-08-31,17150,27238,0,0,512.04,183.21,0,0,31,1200,37200
2024-09-01,20142,25033,0,0,543.55,167.06,0,0,37,1200,44400
2024-09-02,20453,24808,0,0,602.81,166.79,0,0,30,1200,36000
2024-09-03,19127,25075,0,0,575.55,166.71,0,0,36,1200,43200
2024-09-04,18911,13337,0,0,525.61,92.9,0,0,45,1200,54000
2024-09-05,18525,13312,0,0,552.9,92.9,0,0,33,1200,39600
2024-09-06,17537,13329,0,0,444.91,92.67,0,0,47,1200,56400
2024-09-07,23236,13411,0,0,539.12,92.71,0,0,28,1200,33600
2024-09-08,20366,13542,0,0,574.09,92.9,0,0,28,1200,33600
2024-09-09,21396,13436,0,0,510.03,92.64,0,0,38,1200,45600
2024-09-10,16700,13396,0,0,492.06,92.64,0,0,31,1200,37200
2024-09-11,19466,13441,0,0,520.67,92.81,0,0,41,1200,49200
2024-09-12,19186,13429,0,0,472.4,92.72,0,0,41,1200,49200
2024-09-13,21887,13471,0,0,500.34,92.73,0,0,35,1200,42000
2024-09-14,21004,13457,0,0,539.47,92.9,0,0,42,1200,50400
2024-09-15,19432,13453,0,0,566.9,92.98,0,0,41,1200,49200
2024-09-16,14536,13355,0,0,492.72,92.61,0,0,46,1200,55200
2024-09-17,19022,13449,0,0,523.94,92.79,0,0,43,1200,51600
2024-09-18,18679,13189,0,0,516.91,92.51,0,0,47,1200,56400
2024-09-19,21208,13426,0,0,417.98,92.9,0,0,46,1200,55200
2024-09-20,22550,13404,0,0,491.64,92.85,0,0,42,1200,50400
2024-09-21,24669,13415,0,0,508.19,92.81,0,0,48,1200,57600
2024-09-22,26253,13514,0,0,523.79,92.82,0,0,38,1200,45600
2024-09-23,19817,13479,0,0,480.12,92.87,0,0,45,1200,54000
2024-09-24,22738,13380,0,0,495.27,92.75,0,0,33,1200,39600
2024-09-25,19825,13312,0,0,498.43,92.49,0,0,40,1200,48000
2024-09-26,18743,13369,0,0,475.61,92.83,0,0,44,1200,52800
2024-09-27,18293,13352,0,0,485.11,92.86,0,0,41,1200,49200
2024-09-28,22743,13161,0,0,464.06,91.97,0,0,42,1200,50400
2024-09-29,21288,13461,0,0,473.35,93.18,0,0,35,1200,42000
2024-09-30,18883,12564,0,0,379.7,87.83,0,0,43,1200,51600
2024-10-01,22651,24049,0,0,488.56,161.3,0,0,42,1200,50400
2024-10-02,20789,24044,0,0,473.15,161.19,0,0,38,1200,45600
2024-10-03,21148,24293,0,0,472.47,161.33,0,0,37,1200,44400
2024-10-04,18529,15137,0,0,490.6,103.32,0,0,34,1200,40800
2024-10-05,24221,13033,0,0,526.18,89.85,0,0,36,1200,43200
2024-10-06,23086,13091,0,0,449.66,89.92,0,0,34,1200,40800
2024-10-07,19077,12960,0,0,433.97,89.87,0,0,46,1200,55200
2024-10-08,17986,12983,0,0,407.94,89.72,0,0,43,1200,51600
2024-10-09,18080,12917,0,0,512.87,89.69,0,0,34,1200,40800
2024-10-10,23339,12770,0,0,441.15,89.53,0,0,24,1200,28800
2024-10-11,22002,12921,0,0,455.73,89.56,0,0,36,1200,43200
2024-10-12,25488,12963,0,0,457.63,89.6,0,0,30,1200,36000
2024-10-13,19573,12972,0,0,475.7,89.68,0,0,34,1200,40800
2024-10-14,18889,12987,0,0,471.86,89.68,0,0,37,1200,44400
2024-10-15,15737,12844,0,0,449.97,89.53,0,0,45,1200,54000
2024-10-16,12572,12800,0,0,427.63,89.52,0,0,41,1200,49200
2024-10-17,12054,12769,0,0,401.01,89.54,0,0,40,1200,48000
2024-10-18,11591,12816,0,0,354.63,89.58,0,0,34,1200,40800
2024-10-19,12625,12914,0,0,428.94,89.73,0,0,45,1200,54000
2024-10-20,17700,12821,0,0,479.88,89.64,0,0,27,1200,32400
2024-10-21,15859,12801,0,0,472.59,89.6,0,0,49,1200,58800
2024-10-22,14932,12729,0,0,416.98,89.41,0,0,37,1200,44400
2024-10-23,13967,12766,0,0,480.72,89.43,0,0,40,1200,48000
2024-10-24,14236,12729,0,0,379.42,89.44,0,0,47,1200,56400
2024-10-25,16098,12621,0,0,504.39,89.36,0,0,31,1200,37200
2024-10-26,15272,12692,0,0,463.29,89.36,0,0,31,1200,37200
2024-10-27,15059,12737,0,0,450.97,89.49,0,0,46,1200,55200
2024-10-28,12137,12731,0,0,400.18,89.34,0,0,40,1200,48000
2024-10-29,10651,12665,0,0,377.86,89.26,0,0,58,1200,69600
2024-10-30,11978,12730,0,0,411.59,89.59,0,0,40,1200,48000
2024-10-31,9558,11890,0,0,341.12,84.05,0,0,35,1200,42000
2024-11-01,12922,24616,0,0,487.64,166.73,0,0,34,1200,40800
2024-11-02,16174,24749,0,0,475.91,167.1,0,0,44,1200,52800
2024-11-03,17424,24679,0,0,466.53,166.85,0,0,29,1200,34800
2024-11-04,13743,24682,0,0,441.51,167.08,0,0,45,1200,54000
2024-11-05,12461,4658,0,0,420.86,30.96,0,0,37,1200,44400
2024-11-06,12502,0,0,0,517.36,0,0,0,34,1200,40800
2024-11-07,16497,0,0,0,474.93,0,0,0,50,1200,60000
2024-11-08,14441,0,0,0,476.8,0,0,0,35,1200,42000
2024-11-09,16738,0,0,0,512.06,0,0,0,50,1200,60000
2024-11-10,18025,0,0,0,460.93,0,0,0,32,1200,38400
2024-11-11,17547,0,0,0,470.73,0,0,0,39,1200,46800
2024-11-12,16145,0,0,0,485.92,0,0,0,38,1200,45600
2024-11-13,17278,0,0,0,424.12,0,0,0,62,1200,74400
2024-11-14,13830,0,0,0,472.74,0,0,0,47,1200,56400
2024-11-15,14706,0,0,0,394.23,0,0,0,28,1200,33600
2024-11-16,17977,0,0,0,534.81,0,0,0,32,1200,38400
2024-11-17,16956,0,0,0,479.43,0,0,0,40,1200,48000
2024-11-18,14221,0,0,0,438.04,0,0,0,44,1200,52800
2024-11-19,13639,0,0,0,430.28,0,0,0,40,1200,48000
2024-11-20,15114,0,0,0,446.16,0,0,0,56,1200,67200
2024-11-21,15397,0,0,0,407.43,0,0,0,29,1200,34800
2024-11-22,13746,0,0,0,335.63,0,0,0,33,1200,39600
2024-11-23,17113,0,0,0,484.38,0,0,0,26,1200,31200
2024-11-24,16762,0,0,0,431.07,0,0,0,32,1200,38400
2024-11-25,14973,0,0,0,388.32,0,0,0,39,1200,46800
2024-11-26,14960,0,0,0,381.4,0,0,0,22,1200,26400
2024-11-27,13537,0,0,0,393.93,0,0,0,21,1200,25200
2024-11-28,10640,0,0,0,347.11,0,0,0,24,1200,28800
2024-11-29,11937,0,0,0,360.77,0,0,0,24,1200,28800
2024-11-30,11024,0,0,0,322.71,0,0,0,26,1200,31200
2024-12-01,10436,0,0,0,413.21,0,0,0,44,1200,52800
2024-12-02,10672,0,0,0,412.75,0,0,0,45,1200,54000
2024-12-03,12413,0,0,0,405.58,0,0,0,48,1200,57600
2024-12-04,14354,0,0,0,402.57,0,0,0,61,1200,73200
2024-12-05,15319,0,0,0,372.63,0,0,0,29,1200,34800
2024-12-06,14795,0,0,0,382.89,0,0,0,23,1200,27600
2024-12-07,18763,0,0,0,389.55,0,0,0,21,1200,25200
2024-12-08,18252,0,0,0,412.3,0,0,0,33,1200,39600
2024-12-09,15031,0,0,0,309.18,0,0,0,29,1200,34800
2024-12-10,20346,0,0,0,287.05,0,0,0,18,1200,21600
2024-12-11,13427,0,0,0,213.97,0,0,0,23,1200,27600
2024-12-12,11530,0,0,0,149.02,0,0,0,25,1200,30000
2024-12-13,8212,0,0,0,136.9,0,0,0,20,1200,24000
2024-12-14,9871,0,0,0,137.91,0,0,0,19,1200,22800
2024-12-15,10429,0,0,0,106.44,0,0,0,12,1200,14400
2024-12-16,8110,0,0,0,169.41,0,0,0,16,1200,19200
2024-12-17,9070,0,0,0,127.71,0,0,0,16,1200,19200
2024-12-18,8136,0,0,0,121.51,0,0,0,28,1200,33600
2024-12-19,8591,0,0,0,114.55,0,0,0,20,1200,24000
2024-12-20,7561,0,0,0,88.41,0,0,0,17,1200,20400
2024-12-21,9178,0,0,0,120.27,0,0,0,14,1200,16800
2024-12-22,10454,0,0,0,88.55,0,0,0,12,1200,14400
2024-12-23,13966,0,0,0,115.34,0,0,0,30,1200,36000
2024-12-24,11009,0,0,0,90.77,0,0,0,7,1200,8400
2024-12-25,9761,0,0,0,92.27,0,0,0,4,1200,4800
2024-12-26,12971,0,0,0,120.41,0,0,0,9,1200,10800
2024-12-27,10168,0,0,0,101.88,0,0,0,17,1200,20400
2024-12-28,11034,0,0,0,115.04,0,0,0,20,1200,24000
2024-12-29,8892,0,0,0,112.91,0,0,0,12,1200,14400
2024-12-30,8058,0,0,0,91.45,0,0,0,22,1200,26400
2024-12-31,5223,0,0,0,57.79,0,0,0,22,1200,26400
2025-01-01,7683,65337,17243,0,100.29,368.78,445.23,0,24,1200,28800
2025-01-02,7110,59804,17523,0,163.58,349.4,448.29,0,31,1200,37200
