time,lead_created_count,display_impressions, display_spend ,ctv_impressions, ctv_spend ,olv_impressions, olv_spend ,google_ads_impressions,google_ads_spend, meta_impressions , meta_spend ,avg_lead_value,organic_impressions_search_console
2/1/21,28,0,0,0,0,0,0,0,0,0,0,1200,85548
2/2/21,39,0,0,0,0,0,0,0,0,0,0,1200,85548
2/3/21,42,0,0,0,0,0,0,0,0,0,0,1200,85548
2/4/21,26,0,0,0,0,0,0,0,0,0,0,1200,85548
2/5/21,26,0,0,0,0,0,0,0,0,0,0,1200,85548
2/6/21,31,0,0,0,0,0,0,0,0,0,0,1200,85548
2/7/21,29,0,0,0,0,0,0,0,0,0,0,1200,85548
2/8/21,29,0,0,0,0,0,0,0,0,0,0,1200,85548
2/9/21,44,0,0,0,0,0,0,0,0,0,0,1200,85548
2/10/21,25,0,0,0,0,0,0,0,0,0,0,1200,85548
2/11/21,32,0,0,0,0,0,0,0,0,0,0,1200,85548
2/12/21,28,0,0,0,0,0,0,0,0,0,0,1200,85548
2/13/21,24,0,0,0,0,0,0,0,0,0,0,1200,85548
2/14/21,24,0,0,0,0,0,0,0,0,0,0,1200,85548
2/15/21,23,0,0,0,0,0,0,0,0,0,0,1200,85548
2/16/21,29,0,0,0,0,0,0,0,0,0,0,1200,85548
2/17/21,38,0,0,0,0,0,0,0,0,0,0,1200,85548
2/18/21,22,0,0,0,0,0,0,0,0,0,0,1200,85548
2/19/21,20,0,0,0,0,0,0,0,0,0,0,1200,85548
2/20/21,27,0,0,0,0,0,0,0,0,0,0,1200,85548
2/21/21,28,0,0,0,0,0,0,0,0,0,0,1200,85548
2/22/21,36,0,0,0,0,0,0,0,0,0,0,1200,85548
2/23/21,45,0,0,0,0,0,0,0,0,0,0,1200,85548
2/24/21,34,0,0,0,0,0,0,0,0,0,0,1200,85548
2/25/21,47,0,0,0,0,0,0,0,0,0,0,1200,85548
2/26/21,40,0,0,0,0,0,0,0,0,0,0,1200,85548
2/27/21,30,0,0,0,0,0,0,0,0,0,0,1200,85548
2/28/21,32,0,0,0,0,0,0,0,0,0,0,1200,85548
3/1/21,49,0,0,0,0,0,0,0,0,0,0,1200,85548
3/2/21,29,0,0,0,0,0,0,0,0,0,0,1200,85548
3/3/21,30,0,0,0,0,0,0,0,0,0,0,1200,85548
3/4/21,49,0,0,0,0,0,0,13352,478.18,0,0,1200,85548
3/5/21,49,0,0,0,0,0,0,38238,328.53,0,0,1200,85548
3/6/21,46,0,0,0,0,0,0,32299,270.38,0,0,1200,85548
3/7/21,40,0,0,0,0,0,0,58719,300.44,0,0,1200,85548
3/8/21,50,0,0,0,0,0,0,60766,301.29,0,0,1200,85548
3/9/21,52,0,0,0,0,0,0,67305,395.15,0,0,1200,85548
3/10/21,62,0,0,0,0,0,0,52422,315.98,0,0,1200,85548
3/11/21,50,0,0,0,0,0,0,45234,341.42,0,0,1200,85548
3/12/21,36,0,0,0,0,0,0,57152,311.72,0,0,1200,85548
3/13/21,64,0,0,0,0,0,0,62885,354.27,0,0,1200,85548
3/14/21,47,0,0,0,0,0,0,67308,339.24,0,0,1200,85548
3/15/21,47,0,0,0,0,0,0,49082,290.68,0,0,1200,85548
3/16/21,70,0,0,0,0,0,0,46793,342,0,0,1200,85548
3/17/21,49,0,0,0,0,0,0,48366,316,0,0,1200,85548
3/18/21,48,0,0,0,0,0,0,59612,354.34,0,0,1200,85548
3/19/21,49,0,0,0,0,0,0,42325,260.99,0,0,1200,85548
3/20/21,55,0,0,0,0,0,0,41789,307.76,0,0,1200,85548
3/21/21,52,0,0,0,0,0,0,49155,354.74,0,0,1200,85548
3/22/21,76,0,0,0,0,0,0,37463,289.23,0,0,1200,85548
3/23/21,73,0,0,0,0,0,0,38697,316.71,0,0,1200,85548
3/24/21,70,0,0,0,0,0,0,37042,352.99,0,0,1200,85548
3/25/21,71,0,0,0,0,0,0,40410,306.93,0,0,1200,85548
3/26/21,51,0,0,0,0,0,0,43219,284.54,0,0,1200,85548
3/27/21,67,0,0,0,0,0,0,44825,308.52,0,0,1200,85548
3/28/21,48,0,0,0,0,0,0,57359,346.18,0,0,1200,85548
3/29/21,83,0,0,0,0,0,0,41219,253.36,0,0,1200,85548
3/30/21,71,0,0,0,0,0,0,46721,362.11,0,0,1200,85548
3/31/21,51,0,0,0,0,0,0,44281,299.64,0,0,1200,85548
4/1/21,74,0,0,0,0,0,0,68425,348.98,0,0,1200,85548
4/2/21,47,0,0,0,0,0,0,80355,340.48,0,0,1200,85548
4/3/21,48,0,0,0,0,0,0,92996,338.2,0,0,1200,85548
4/4/21,35,0,0,0,0,0,0,82790,286.79,0,0,1200,85548
4/5/21,83,0,0,0,0,0,0,70682,349.13,0,0,1200,85548
4/6/21,87,0,0,0,0,0,0,74293,327.14,0,0,1200,85548
4/7/21,80,0,0,0,0,0,0,62145,347.28,0,0,1200,85548
4/8/21,92,0,0,0,0,0,0,64712,289.46,0,0,1200,85548
4/9/21,60,0,0,0,0,0,0,67798,347.62,0,0,1200,85548
4/10/21,76,0,0,0,0,0,0,57101,310.77,0,0,1200,85548
4/11/21,65,0,0,0,0,0,0,84443,300.23,0,0,1200,85548
4/12/21,101,0,0,0,0,0,0,50143,310.31,0,0,1200,85548
4/13/21,116,0,0,0,0,0,0,67879,323.27,0,0,1200,85548
4/14/21,83,0,0,0,0,0,0,73055,342.16,0,0,1200,85548
4/15/21,96,0,0,0,0,0,0,74692,328.93,0,0,1200,85548
4/16/21,54,0,0,0,0,0,0,53209,289,0,0,1200,85548
4/17/21,77,0,0,0,0,0,0,80013,330.37,0,0,1200,85548
4/18/21,77,0,0,0,0,0,0,91347,362.64,0,0,1200,85548
4/19/21,86,0,0,0,0,0,0,65221,309.4,0,0,1200,85548
4/20/21,94,0,0,0,0,0,0,61231,324.23,0,0,1200,85548
4/21/21,84,0,0,0,0,0,0,65883,333.46,0,0,1200,85548
4/22/21,91,0,0,0,0,0,0,64421,326.15,0,0,1200,85548
4/23/21,80,0,0,0,0,0,0,90270,333.2,0,0,1200,85548
4/24/21,89,0,0,0,0,0,0,81196,332.36,0,0,1200,85548
4/25/21,68,0,0,0,0,0,0,64676,277.74,0,0,1200,85548
4/26/21,95,0,0,0,0,0,0,78081,326.89,0,0,1200,85548
4/27/21,80,0,0,0,0,0,0,81716,326.55,0,0,1200,85548
4/28/21,83,0,0,0,0,0,0,85923,340.12,0,0,1200,85548
4/29/21,67,0,0,0,0,0,0,79386,380.07,0,0,1200,85548
4/30/21,65,0,0,0,0,0,0,57415,196.24,0,0,1200,85548
5/1/21,72,0,0,0,0,0,0,78282,350.6,0,0,1200,85548
5/2/21,76,0,0,0,0,0,0,90324,359.37,0,0,1200,85548
5/3/21,79,0,0,0,0,0,0,57652,266.91,0,0,1200,85548
5/4/21,97,0,0,0,0,0,0,71389,360.61,0,0,1200,85548
5/5/21,65,0,0,0,0,0,0,76956,316.17,0,0,1200,85548
5/6/21,71,0,0,0,0,0,0,71475,313.33,0,0,1200,85548
5/7/21,46,0,0,0,0,0,0,62058,311.58,0,0,1200,85548
5/8/21,59,0,0,0,0,0,0,62609,301.63,0,0,1200,85548
5/9/21,52,0,0,0,0,0,0,72386,309.05,0,0,1200,85548
5/10/21,85,0,0,0,0,0,0,60086,351.21,0,0,1200,85548
5/11/21,75,0,0,0,0,0,0,57821,317.26,0,0,1200,85548
5/12/21,55,0,0,0,0,0,0,63375,379.77,0,0,1200,85548
5/13/21,52,0,0,0,0,0,0,62297,329.03,0,0,1200,85548
5/14/21,42,0,0,0,0,0,0,48004,279.71,0,0,1200,85548
5/15/21,33,0,0,0,0,0,0,57685,307.79,0,0,1200,85548
5/16/21,47,0,0,0,0,0,0,66544,348.74,0,0,1200,85548
5/17/21,60,0,0,0,0,0,0,42650,278.13,0,0,1200,85548
5/18/21,59,0,0,0,0,0,0,52025,343.06,0,0,1200,85548
5/19/21,69,0,0,0,0,0,0,59350,363.8,0,0,1200,85548
5/20/21,41,0,0,0,0,0,0,47766,337.75,0,0,1200,85548
5/21/21,46,0,0,0,0,0,0,45436,323.07,0,0,1200,85548
5/22/21,39,0,0,0,0,0,0,46014,334.61,0,0,1200,85548
5/23/21,38,0,0,0,0,0,0,39400,285.82,0,0,1200,85548
5/24/21,53,0,0,0,0,0,0,41133,315.22,0,0,1200,85548
5/25/21,50,0,0,0,0,0,0,39856,304.26,0,0,1200,85548
5/26/21,54,0,0,0,0,0,0,36710,300.34,0,0,1200,85548
5/27/21,50,0,0,0,0,0,0,36374,256.35,0,0,1200,85548
5/28/21,25,0,0,0,0,0,0,40845,261.87,0,0,1200,85548
5/29/21,30,0,0,0,0,0,0,46178,328.39,0,0,1200,85548
5/30/21,38,0,0,0,0,0,0,51004,245.16,0,0,1200,85548
5/31/21,35,0,0,0,0,0,0,44883,298.26,0,0,1200,85548
6/1/21,38,0,0,0,0,0,0,51450,368.42,0,0,1200,85548
6/2/21,42,0,0,0,0,0,0,58189,377.94,0,0,1200,85548
6/3/21,47,0,0,0,0,0,0,63591,386.34,0,0,1200,85548
6/4/21,35,0,0,0,0,0,0,36443,285.8,0,0,1200,85548
6/5/21,13,0,0,0,0,0,0,37350,285.7,0,0,1200,85548
6/6/21,34,0,0,0,0,0,0,53992,287.03,0,0,1200,85548
6/7/21,29,0,0,0,0,0,0,39304,263.87,0,0,1200,85548
6/8/21,46,0,0,0,0,0,0,47092,320.09,0,0,1200,85548
6/9/21,50,0,0,0,0,0,0,55888,392.41,0,0,1200,85548
6/10/21,40,0,0,0,0,0,0,53565,376.66,0,0,1200,85548
6/11/21,34,0,0,0,0,0,0,58138,354.29,0,0,1200,85548
6/12/21,42,0,0,0,0,0,0,49155,307.03,0,0,1200,85548
6/13/21,27,0,0,0,0,0,0,41624,305.43,0,0,1200,85548
6/14/21,51,0,0,0,0,0,0,38204,296.31,0,0,1200,85548
6/15/21,53,0,0,0,0,0,0,40950,307.81,0,0,1200,85548
6/16/21,39,0,0,0,0,0,0,41699,361.83,0,0,1200,85548
6/17/21,32,0,0,0,0,0,0,41762,348.83,0,0,1200,85548
6/18/21,29,0,0,0,0,0,0,45822,339.4,0,0,1200,85548
6/19/21,29,0,0,0,0,0,0,49166,296.48,0,0,1200,85548
6/20/21,30,0,0,0,0,0,0,39973,280.75,0,0,1200,85548
6/21/21,38,0,0,0,0,0,0,43955,273.92,0,0,1200,85548
6/22/21,46,0,0,0,0,0,0,52908,350.58,0,0,1200,85548
6/23/21,45,0,0,0,0,0,0,55140,358.15,0,0,1200,85548
6/24/21,38,0,0,0,0,0,0,58409,355.5,0,0,1200,85548
6/25/21,36,0,0,0,0,0,0,57162,259.52,0,0,1200,85548
6/26/21,25,0,0,0,0,0,0,58208,335.71,0,0,1200,85548
6/27/21,30,0,0,0,0,0,0,46027,332.72,0,0,1200,85548
6/28/21,39,0,0,0,0,0,0,46300,293.35,0,0,1200,85548
6/29/21,45,0,0,0,0,0,0,54451,322.7,0,0,1200,85548
6/30/21,45,0,0,0,0,0,0,51450,277.13,0,0,1200,85548
7/1/21,27,0,0,0,0,0,0,89983,569.56,0,0,1200,85548
7/2/21,37,0,0,0,0,0,0,84752,635.54,0,0,1200,85548
7/3/21,25,0,0,0,0,0,0,94782,699.22,0,0,1200,85548
7/4/21,23,0,0,0,0,0,0,80891,527.64,0,0,1200,85548
7/5/21,30,0,0,0,0,0,0,77722,631.52,0,0,1200,85548
7/6/21,49,0,0,0,0,0,0,77931,736.16,0,0,1200,85548
7/7/21,49,0,0,0,0,0,0,83513,751.18,0,0,1200,85548
7/8/21,53,0,0,0,0,0,0,88794,740.18,0,0,1200,85548
7/9/21,33,0,0,0,0,0,0,72653,501.1,0,0,1200,85548
7/10/21,52,0,0,0,0,0,0,88626,638.38,0,0,1200,85548
7/11/21,38,0,0,0,0,0,0,92900,661.16,0,0,1200,85548
7/12/21,61,0,0,0,0,0,0,55449,547.61,0,0,1200,85548
7/13/21,50,0,0,0,0,0,0,82626,620.36,0,0,1200,85548
7/14/21,39,0,0,0,0,0,0,75952,555.21,0,0,1200,85548
7/15/21,63,0,0,0,0,0,0,92523,626.92,0,0,1200,85548
7/16/21,51,0,0,0,0,0,0,91681,612.76,0,0,1200,85548
7/17/21,23,0,0,0,0,0,0,81859,691.77,0,0,1200,85548
7/18/21,41,0,0,0,0,0,0,80118,775.29,0,0,1200,85548
7/19/21,54,0,0,0,0,0,0,83584,682.57,0,0,1200,85548
7/20/21,44,0,0,0,0,0,0,89484,552.45,0,0,1200,85548
7/21/21,30,0,0,0,0,0,0,103585,773.29,0,0,1200,85548
7/22/21,37,0,0,0,0,0,0,109271,754.12,0,0,1200,85548
7/23/21,29,0,0,0,0,0,0,91550,612.94,0,0,1200,85548
7/24/21,29,0,0,0,0,0,0,111525,681.76,0,0,1200,85548
7/25/21,31,0,0,0,0,0,0,123722,763.92,0,0,1200,85548
7/26/21,38,0,0,0,0,0,0,73312,539.59,0,0,1200,85548
7/27/21,41,0,0,0,0,0,0,101034,661.03,0,0,1200,85548
7/28/21,56,0,0,0,0,0,0,105426,684.14,0,0,1200,85548
7/29/21,49,0,0,0,0,0,0,90976,637.12,0,0,1200,85548
7/30/21,37,0,0,0,0,0,0,89184,591.65,0,0,1200,85548
7/31/21,29,0,0,0,0,0,0,78708,558.07,0,0,1200,85548
8/1/21,33,0,0,0,0,0,0,97148,693.07,0,0,1200,85548
8/2/21,38,0,0,0,0,0,0,83011,661.19,0,0,1200,85548
8/3/21,32,0,0,0,0,0,0,97367,656.68,0,0,1200,85548
8/4/21,37,0,0,0,0,0,0,33412,234.43,0,0,1200,85548
8/5/21,40,0,0,0,0,0,0,45106,262.02,0,0,1200,85548
8/6/21,46,0,0,0,0,0,0,50994,275.53,0,0,1200,85548
8/7/21,48,0,0,0,0,0,0,51009,292.12,0,0,1200,85548
8/8/21,39,0,0,0,0,0,0,50584,259.49,0,0,1200,85548
8/9/21,59,0,0,0,0,0,0,49804,257.43,0,0,1200,85548
8/10/21,48,0,0,0,0,0,0,49007,311.52,0,0,1200,85548
8/11/21,45,0,0,0,0,0,0,43591,259.93,0,0,1200,85548
8/12/21,40,0,0,0,0,0,0,48479,295.2,0,0,1200,85548
8/13/21,32,0,0,0,0,0,0,36397,198.69,0,0,1200,85548
8/14/21,35,0,0,0,0,0,0,49098,311.36,0,0,1200,85548
8/15/21,44,0,0,0,0,0,0,53239,294.48,0,0,1200,85548
8/16/21,52,0,0,0,0,0,0,37861,245.21,0,0,1200,85548
8/17/21,61,0,0,0,0,0,0,45964,281.02,0,0,1200,85548
8/18/21,47,0,0,0,0,0,0,47165,290.66,0,0,1200,85548
8/19/21,40,0,0,0,0,0,0,51980,325.34,0,0,1200,85548
8/20/21,42,0,0,0,0,0,0,30605,194.3,0,0,1200,85548
8/21/21,37,0,0,0,0,0,0,36804,268.99,0,0,1200,85548
8/22/21,38,0,0,0,0,0,0,52300,277.67,0,0,1200,85548
8/23/21,59,0,0,0,0,0,0,29999,246.65,0,0,1200,85548
8/24/21,55,0,0,0,0,0,0,38409,257.97,0,0,1200,85548
8/25/21,45,0,0,0,0,0,0,32302,235.11,0,0,1200,85548
8/26/21,44,0,0,0,0,0,0,37323,245.7,0,0,1200,85548
8/27/21,36,0,0,0,0,0,0,48764,343.73,0,0,1200,85548
8/28/21,34,0,0,0,0,0,0,31905,255.06,0,0,1200,85548
8/29/21,50,0,0,0,0,0,0,45480,314.72,0,0,1200,85548
8/30/21,59,0,0,0,0,0,0,22127,175.07,0,0,1200,85548
8/31/21,66,0,0,0,0,0,0,36056,251.72,0,0,1200,85548
9/1/21,48,0,0,0,0,0,0,38960,273.98,0,0,1200,85548
9/2/21,27,0,0,0,0,0,0,41363,272.9,0,0,1200,85548
9/3/21,45,0,0,0,0,0,0,37952,249.64,0,0,1200,85548
9/4/21,35,0,0,0,0,0,0,32659,285.36,0,0,1200,85548
9/5/21,42,0,0,0,0,0,0,36105,256.07,0,0,1200,85548
9/6/21,52,0,0,0,0,0,0,36399,249.7,0,0,1200,85548
9/7/21,43,0,0,0,0,0,0,34438,312.69,0,0,1200,85548
9/8/21,56,0,0,0,0,0,0,19974,254.58,0,0,1200,85548
9/9/21,48,0,0,0,0,0,0,13041,217.76,0,0,1200,85548
9/10/21,53,0,0,0,0,0,0,10566,139.52,0,0,1200,85548
9/11/21,41,0,0,0,0,0,0,13320,205.03,0,0,1200,85548
9/12/21,45,0,0,0,0,0,0,12411,175.32,0,0,1200,85548
9/13/21,57,0,0,0,0,0,0,14938,232.79,0,0,1200,85548
9/14/21,77,0,0,0,0,0,0,14858,198.43,0,0,1200,85548
9/15/21,53,0,0,0,0,0,0,13392,175.27,0,0,1200,85548
9/16/21,45,0,0,0,0,0,0,14132,201.96,0,0,1200,85548
9/17/21,41,0,0,0,0,0,0,15639,201.26,0,0,1200,85548
9/18/21,42,0,0,0,0,0,0,17571,252.13,0,0,1200,85548
9/19/21,47,0,0,0,0,0,0,13301,214.97,0,0,1200,85548
9/20/21,55,0,0,0,0,0,0,10557,146.76,0,0,1200,85548
9/21/21,51,0,0,0,0,0,0,14687,229.87,0,0,1200,85548
9/22/21,63,0,0,0,0,0,0,9526,109.42,0,0,1200,85548
9/23/21,43,0,0,0,0,0,0,15997,267.87,0,0,1200,85548
9/24/21,38,0,0,0,0,0,0,10847,125.71,0,0,1200,85548
9/25/21,43,0,0,0,0,0,0,14283,241.43,0,0,1200,85548
9/26/21,36,0,0,0,0,0,0,12381,179.8,0,0,1200,85548
9/27/21,45,0,0,0,0,0,0,14907,218.85,0,0,1200,85548
9/28/21,49,0,0,0,0,0,0,15401,222.24,0,0,1200,85548
9/29/21,43,0,0,0,0,0,0,15986,214.99,0,0,1200,85548
9/30/21,42,0,0,0,0,0,0,12182,125.3,0,0,1200,85548
10/1/21,29,0,0,0,0,0,0,14239,193.16,0,0,1200,85548
10/2/21,35,0,0,0,0,0,0,15362,213.73,0,0,1200,85548
10/3/21,47,0,0,0,0,0,0,14924,208.3,0,0,1200,85548
10/4/21,48,0,0,0,0,0,0,13034,201.33,0,0,1200,85548
10/5/21,57,0,0,0,0,0,0,17246,225.19,0,0,1200,85548
10/6/21,40,0,0,0,0,0,0,18232,247.21,0,0,1200,85548
10/7/21,43,0,0,0,0,0,0,20022,248.41,0,0,1200,85548
10/8/21,20,0,0,0,0,0,0,11511,127.52,0,0,1200,85548
10/9/21,32,0,0,0,0,0,0,15805,162.18,0,0,1200,85548
10/10/21,37,0,0,0,0,0,0,15954,187.55,0,0,1200,85548
10/11/21,41,0,0,0,0,0,0,13618,176.34,0,0,1200,85548
10/12/21,30,0,0,0,0,0,0,15309,176.96,0,0,1200,85548
10/13/21,47,0,0,0,0,0,0,20631,238.06,0,0,1200,85548
10/14/21,45,0,0,0,0,0,0,17110,199.24,0,0,1200,85548
10/15/21,27,0,0,0,0,0,0,13218,136.63,0,0,1200,85548
10/16/21,34,0,0,0,0,0,0,17875,207.52,0,0,1200,85548
10/17/21,22,0,0,0,0,0,0,16784,219.6,0,0,1200,85548
10/18/21,48,0,0,0,0,0,0,13206,156.79,0,0,1200,85548
10/19/21,38,0,0,0,0,0,0,15116,176.57,0,0,1200,85548
10/20/21,40,0,0,0,0,0,0,16571,206.14,0,0,1200,85548
10/21/21,29,0,0,0,0,0,0,17218,199,0,0,1200,85548
10/22/21,24,0,0,0,0,0,0,15301,176.91,0,0,1200,85548
10/23/21,18,0,0,0,0,0,0,18267,222.14,0,0,1200,85548
10/24/21,31,0,0,0,0,0,0,16866,195.43,0,0,1200,85548
10/25/21,40,0,0,0,0,0,0,13342,149.74,0,0,1200,85548
10/26/21,41,0,0,0,0,0,0,15963,185.92,0,0,1200,85548
10/27/21,27,0,0,0,0,0,0,14305,201.94,0,0,1200,85548
10/28/21,35,0,0,0,0,0,0,13573,150.97,0,0,1200,85548
10/29/21,27,0,0,0,0,0,0,16713,172.19,0,0,1200,85548
10/30/21,26,0,0,0,0,0,0,19555,236.91,0,0,1200,85548
10/31/21,20,0,0,0,0,0,0,13657,155.23,0,0,1200,85548
11/1/21,21,0,0,0,0,0,0,16517,207.98,0,0,1200,85548
11/2/21,22,0,0,0,0,0,0,16771,206.76,0,0,1200,85548
11/3/21,25,0,0,0,0,0,0,16038,182.66,0,0,1200,85548
11/4/21,28,0,0,0,0,0,0,19137,241.99,0,0,1200,85548
11/5/21,24,0,0,0,0,0,0,12049,159.14,0,0,1200,85548
11/6/21,19,0,0,0,0,0,0,17221,202.43,0,0,1200,85548
11/7/21,26,0,0,0,0,0,0,17544,210.98,0,0,1200,85548
11/8/21,39,0,0,0,0,0,0,13432,164.75,0,0,1200,85548
11/9/21,33,0,0,0,0,0,0,14509,179.15,0,0,1200,85548
11/10/21,30,0,0,0,0,0,0,15622,199.29,0,0,1200,85548
11/11/21,28,0,0,0,0,0,0,15958,197.38,0,0,1200,85548
11/12/21,20,0,0,0,0,0,0,16861,210.15,0,0,1200,85548
11/13/21,33,0,0,0,0,0,0,18273,240.18,0,0,1200,85548
11/14/21,29,0,0,0,0,0,0,19676,262.93,0,0,1200,85548
11/15/21,37,0,0,0,0,0,0,13605,183.54,0,0,1200,85548
11/16/21,30,0,0,0,0,0,0,17066,226.92,0,0,1200,85548
11/17/21,36,0,0,0,0,0,0,15795,191.84,0,0,1200,85548
11/18/21,31,0,0,0,0,0,0,15522,194.58,0,0,1200,85548
11/19/21,17,0,0,0,0,0,0,11482,130.97,0,0,1200,85548
11/20/21,18,0,0,0,0,0,0,13132,211.13,0,0,1200,85548
11/21/21,24,0,0,0,0,0,0,15572,219,0,0,1200,85548
11/22/21,27,0,0,0,0,0,0,12651,187.91,0,0,1200,85548
11/23/21,28,0,0,0,0,0,0,12814,188.46,0,0,1200,85548
11/24/21,23,0,0,0,0,0,0,11897,162.1,0,0,1200,85548
11/25/21,15,0,0,0,0,0,0,13638,217.51,0,0,1200,85548
11/26/21,20,0,0,0,0,0,0,15869,248.5,0,0,1200,85548
11/27/21,25,0,0,0,0,0,0,11913,212.47,0,0,1200,85548
11/28/21,30,0,0,0,0,0,0,11772,178.97,0,0,1200,85548
11/29/21,32,0,0,0,0,0,0,10937,171.75,0,0,1200,85548
11/30/21,34,0,0,0,0,0,0,11270,195.85,0,0,1200,85548
12/1/21,27,0,0,0,0,0,0,14977,219.18,0,0,1200,85548
12/2/21,32,0,0,0,0,0,0,14989,225.73,0,0,1200,85548
12/3/21,26,0,0,0,0,0,0,13387,199.54,0,0,1200,85548
12/4/21,23,0,0,0,0,0,0,14388,209.21,0,0,1200,85548
12/5/21,33,0,0,0,0,0,0,13245,198.34,0,0,1200,85548
12/6/21,30,0,0,0,0,0,0,12378,183.84,0,0,1200,85548
12/7/21,30,0,0,0,0,0,0,14850,200.68,0,0,1200,85548
12/8/21,33,0,0,0,0,0,0,14851,216.88,0,0,1200,85548
12/9/21,24,0,0,0,0,0,0,14613,214.44,0,0,1200,85548
12/10/21,19,0,0,0,0,0,0,14115,198.22,0,0,1200,85548
12/11/21,15,0,0,0,0,0,0,14204,216.38,0,0,1200,85548
12/12/21,24,0,0,0,0,0,0,14940,188.04,0,0,1200,85548
12/13/21,27,0,0,0,0,0,0,15093,207.95,0,0,1200,85548
12/14/21,31,0,0,0,0,0,0,15814,226.33,0,0,1200,85548
12/15/21,21,0,0,0,0,0,0,15951,193.14,0,0,1200,85548
12/16/21,13,0,0,0,0,0,0,16312,226.47,0,0,1200,85548
12/17/21,12,0,0,0,0,0,0,12071,150.21,0,0,1200,85548
12/18/21,14,0,0,0,0,0,0,11941,161.4,0,0,1200,85548
12/19/21,18,0,0,0,0,0,0,13141,196.27,0,0,1200,85548
12/20/21,26,0,0,0,0,0,0,12710,194.19,0,0,1200,85548
12/21/21,28,0,0,0,0,0,0,13650,190.11,0,0,1200,85548
12/22/21,20,0,0,0,0,0,0,13084,149.07,0,0,1200,85548
12/23/21,12,0,0,0,0,0,0,14047,193.57,0,0,1200,85548
12/24/21,14,0,0,0,0,0,0,13220,177.86,0,0,1200,85548
12/25/21,7,0,0,0,0,0,0,14934,213.04,0,0,1200,85548
12/26/21,17,0,0,0,0,0,0,16171,198.21,0,0,1200,85548
12/27/21,15,0,0,0,0,0,0,15625,185.24,0,0,1200,85548
12/28/21,24,0,0,0,0,0,0,14520,200.21,0,0,1200,85548
12/29/21,34,0,0,0,0,0,0,12482,157.68,0,0,1200,85548
12/30/21,31,0,0,0,0,0,0,12603,161.37,0,0,1200,85548
12/31/21,35,0,0,0,0,0,0,9797,109.81,0,0,1200,85548
1/1/22,20,0,0,0,0,0,0,15643,214.06,0,0,1200,85548
1/2/22,26,0,0,0,0,0,0,15174,211.98,0,0,1200,85548
1/3/22,44,0,0,0,0,0,0,22214,333.4,0,0,1200,85548
1/4/22,36,0,0,0,0,0,0,27525,367.48,0,0,1200,85548
1/5/22,38,0,0,0,0,0,0,37841,455.98,0,0,1200,85548
1/6/22,34,0,0,0,0,0,0,33300,403.29,0,0,1200,85548
1/7/22,35,0,0,0,0,0,0,27963,453.07,0,0,1200,85548
1/8/22,49,0,0,0,0,0,0,32072,432.75,0,0,1200,85548
1/9/22,62,0,0,0,0,0,0,43695,491.28,0,0,1200,85548
1/10/22,49,0,0,0,0,0,0,30726,347.95,0,0,1200,85548
1/11/22,39,0,0,0,0,0,0,31987,497.84,0,0,1200,85548
1/12/22,38,0,0,0,0,0,0,28103,379.6,0,0,1200,85548
1/13/22,40,0,0,0,0,0,0,30462,436.76,0,0,1200,85548
